order_id,signal_id,ts_ms,market_id,token_id,side,signal_side,signal_type,edge,market_lag,game_time,intended_price,intended_size,filled,fill_price,fill_ts_ms,exit_bid_15s,pnl_15s,exit_bid_30s,pnl_30s,exit_bid_60s,pnl_60s,exit_bid_120s,pnl_120s,edge_bucket,minute_bucket
185,185,1778342550925,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07281448000000013,0.07281448000000008,2450.0,0.7,17.0,1,0.69,1778342551419.0,0.68,-0.009999999999999898,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,5-7.5%,30-45
186,186,1778342551449,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07281448000000013,0.07281448000000008,2450.0,0.7,17.0,1,0.69,1778342551829.0,0.69,0.0,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,5-7.5%,30-45
187,187,1778342551978,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07281448000000013,0.07281448000000008,2450.0,0.7,17.0,1,0.69,1778342552391.0,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,5-7.5%,30-45
188,188,1778342552524,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07281448000000013,0.07281448000000008,2450.0,0.7,17.0,1,0.69,1778342553007.0,0.72,0.030000000000000027,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,5-7.5%,30-45
189,189,1778342553059,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07281448000000013,0.07281448000000008,2450.0,0.7,17.0,1,0.69,1778342553554.0,0.72,0.030000000000000027,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,5-7.5%,30-45
190,190,1778342553585,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07281448000000013,0.07281448000000008,2450.0,0.7,17.0,1,0.69,1778342554001.0,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,5-7.5%,30-45
191,191,1778342554109,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07640820000000015,0.0764082000000001,2450.0,0.7,17.0,1,0.69,1778342554585.0,0.73,0.040000000000000036,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,7.5-10%,30-45
192,192,1778342554638,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07640820000000015,0.0764082000000001,2450.0,0.7,17.0,1,0.69,1778342555094.0,0.73,0.040000000000000036,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,7.5-10%,30-45
193,193,1778342555161,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07640820000000015,0.0764082000000001,2450.0,0.7,17.0,1,0.69,1778342555662.0,0.73,0.040000000000000036,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,7.5-10%,30-45
194,194,1778342555690,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07640820000000015,0.0764082000000001,2450.0,0.7,17.0,1,0.69,1778342555925.0,0.74,0.050000000000000044,0.71,0.020000000000000018,0.71,0.020000000000000018,0.71,0.020000000000000018,7.5-10%,30-45
195,195,1778342556220,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07640820000000015,0.0764082000000001,2450.0,0.7,17.0,1,0.69,1778342556724.0,0.74,0.050000000000000044,0.71,0.020000000000000018,0.72,0.030000000000000027,0.71,0.020000000000000018,7.5-10%,30-45
196,196,1778342556759,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07640820000000015,0.0764082000000001,2450.0,0.7,17.0,1,0.69,1778342557198.0,0.74,0.050000000000000044,0.71,0.020000000000000018,0.72,0.030000000000000027,0.71,0.020000000000000018,7.5-10%,30-45
197,197,1778342557298,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07640820000000015,0.0764082000000001,2450.0,0.7,17.0,1,0.69,1778342557774.0,0.71,0.020000000000000018,0.71,0.020000000000000018,0.72,0.030000000000000027,0.71,0.020000000000000018,7.5-10%,30-45
198,198,1778342557830,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07640820000000015,0.0764082000000001,2450.0,0.7,17.0,0,,,0.73,,0.71,,0.72,,0.71,,7.5-10%,30-45
199,199,1778342558871,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.06437680000000001,0.0643768,2450.0,0.73,17.0,1,0.72,1778342559345.0,0.71,-0.010000000000000009,0.71,-0.010000000000000009,0.72,0.0,0.71,-0.010000000000000009,5-7.5%,30-45
200,200,1778342559396,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.06437680000000001,0.0643768,2450.0,0.73,17.0,1,0.72,1778342559894.0,0.71,-0.010000000000000009,0.71,-0.010000000000000009,0.72,0.0,0.71,-0.010000000000000009,5-7.5%,30-45
201,201,1778342559936,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.06437680000000001,0.0643768,2450.0,0.73,17.0,1,0.72,1778342560434.0,0.71,-0.010000000000000009,0.71,-0.010000000000000009,0.72,0.0,0.71,-0.010000000000000009,5-7.5%,30-45
204,204,1778342562229,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07359564000000007,0.0735956400000001,2450.0,0.71,17.0,1,0.7,1778342562490.0,0.71,0.010000000000000009,0.71,0.010000000000000009,0.72,0.020000000000000018,0.72,0.020000000000000018,5-7.5%,30-45
205,205,1778342562775,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07359564000000007,0.0735956400000001,2450.0,0.71,17.0,1,0.7,1778342562978.0,0.71,0.010000000000000009,0.71,0.010000000000000009,0.72,0.020000000000000018,0.72,0.020000000000000018,5-7.5%,30-45
202,202,1778342563084,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07359564000000007,0.0735956400000001,2450.0,0.71,17.0,1,0.7,1778342563588.0,0.71,0.010000000000000009,0.71,0.010000000000000009,0.72,0.020000000000000018,0.72,0.020000000000000018,5-7.5%,30-45
206,206,1778342563305,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07718935999999998,0.07718936,2450.0,0.71,17.0,1,0.7,1778342563588.0,0.71,0.010000000000000009,0.71,0.010000000000000009,0.72,0.020000000000000018,0.72,0.020000000000000018,7.5-10%,30-45
203,203,1778342563606,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07359564000000007,0.0735956400000001,2450.0,0.71,17.0,1,0.7,1778342563701.0,0.71,0.010000000000000009,0.71,0.010000000000000009,0.72,0.020000000000000018,0.72,0.020000000000000018,5-7.5%,30-45
207,207,1778342563832,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07359564000000007,0.0735956400000001,2450.0,0.71,17.0,1,0.7,1778342564306.0,0.71,0.010000000000000009,0.71,0.010000000000000009,0.72,0.020000000000000018,0.72,0.020000000000000018,5-7.5%,30-45
208,208,1778342564373,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07359564000000007,0.0735956400000001,2450.0,0.71,17.0,1,0.7,1778342564864.0,0.71,0.010000000000000009,0.71,0.010000000000000009,0.72,0.020000000000000018,0.71,0.010000000000000009,5-7.5%,30-45
209,209,1778342564913,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.07359564000000007,0.0735956400000001,2450.0,0.71,17.0,0,,,0.71,,0.71,,0.72,,0.71,,5-7.5%,30-45
210,210,1778342567534,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.062345399999999995,0.062345399999999995,2450.0,0.75,17.0,1,0.74,1778342567944.0,0.71,-0.030000000000000027,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,5-7.5%,30-45
211,211,1778342568056,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.062345399999999995,0.062345399999999995,2450.0,0.75,17.0,1,0.73,1778342568554.0,0.71,-0.020000000000000018,0.71,-0.020000000000000018,0.72,-0.010000000000000009,0.71,-0.020000000000000018,5-7.5%,30-45
212,212,1778342568587,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.0723454,0.0723454,2450.0,0.74,17.0,0,,,0.71,,0.71,,0.72,,0.71,,5-7.5%,30-45
213,213,1778342570162,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03875103999999996,0.038751039999999994,2450.0,0.76,17.0,1,0.75,1778342570531.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.72,-0.030000000000000027,0-5%,30-45
214,214,1778342570693,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03875103999999996,0.038751039999999994,2450.0,0.76,17.0,1,0.75,1778342570915.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.72,-0.030000000000000027,0-5%,30-45
215,215,1778342571233,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03875103999999996,0.038751039999999994,2450.0,0.76,17.0,1,0.75,1778342571677.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.72,-0.030000000000000027,0-5%,30-45
216,216,1778342571775,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.04281352000000005,0.04281352,2450.0,0.76,17.0,1,0.75,1778342572255.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.72,-0.030000000000000027,0-5%,30-45
217,217,1778342572299,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.04281352000000005,0.04281352,2450.0,0.76,17.0,1,0.75,1778342572793.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.72,-0.030000000000000027,0-5%,30-45
218,218,1778342573341,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03875103999999996,0.038751039999999994,2450.0,0.76,17.0,1,0.75,1778342573789.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.71,-0.040000000000000036,0-5%,30-45
219,219,1778342588626,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342589005.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
220,220,1778342589170,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342589610.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
221,221,1778342589699,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342590062.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
222,222,1778342590233,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342590711.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
223,223,1778342590760,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342591209.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
224,224,1778342591285,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342591772.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
225,225,1778342591812,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342591934.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
226,226,1778342592354,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342592831.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
229,229,1778342592572,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342592831.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
227,227,1778342592887,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342593290.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
230,230,1778342593120,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342593290.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
231,231,1778342593664,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342594315.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
228,228,1778342593937,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342594315.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
232,232,1778342594208,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342594315.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.67,-0.06999999999999995,0-5%,30-45
233,233,1778342594740,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,0,,,0.71,,0.72,,0.71,,0.67,,0-5%,30-45
234,234,1778342596840,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342597120.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.65,-0.08999999999999997,0-5%,30-45
235,235,1778342597395,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342598507.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.65,-0.08999999999999997,0-5%,30-45
236,236,1778342599015,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STALE_PRICE,0.03656360000000003,0.036563599999999995,2450.0,0.75,17.0,1,0.74,1778342599971.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.65,-0.08999999999999997,0-5%,30-45
237,237,1778342600085,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.09026999999999996,0.09027,2510.0,0.75,17.0,1,0.74,1778342600311.0,0.71,-0.030000000000000027,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.65,-0.08999999999999997,7.5-10%,30-45
238,238,1778342600629,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.09026999999999996,0.09027,2510.0,0.75,17.0,1,0.74,1778342601548.0,0.72,-0.020000000000000018,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.65,-0.08999999999999997,7.5-10%,30-45
239,239,1778342601678,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.09026999999999996,0.09027,2510.0,0.75,17.0,1,0.74,1778342602620.0,0.72,-0.020000000000000018,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.65,-0.08999999999999997,7.5-10%,30-45
240,240,1778342602209,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.09026999999999996,0.09027,2510.0,0.75,17.0,1,0.74,1778342602620.0,0.72,-0.020000000000000018,0.72,-0.020000000000000018,0.71,-0.030000000000000027,0.65,-0.08999999999999997,7.5-10%,30-45
241,241,1778342602741,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.09026999999999996,0.09027,2510.0,0.75,17.0,1,0.75,1778342602755.0,0.72,-0.030000000000000027,0.72,-0.030000000000000027,0.71,-0.040000000000000036,0.65,-0.09999999999999998,7.5-10%,30-45
242,242,1778342617817,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342618005.0,0.72,-0.030000000000000027,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,7.5-10%,30-45
243,243,1778342618345,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342618449.0,0.72,-0.030000000000000027,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,7.5-10%,30-45
244,244,1778342618886,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342619212.0,0.72,-0.030000000000000027,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,7.5-10%,30-45
245,245,1778342619421,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342619770.0,0.72,-0.030000000000000027,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,7.5-10%,30-45
246,246,1778342619947,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342620805.0,0.72,-0.030000000000000027,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,7.5-10%,30-45
247,247,1778342620478,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342620805.0,0.72,-0.030000000000000027,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,7.5-10%,30-45
248,248,1778342621002,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342621605.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,7.5-10%,30-45
249,249,1778342621526,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342621605.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,7.5-10%,30-45
250,250,1778342622077,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342622547.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.6,-0.15000000000000002,7.5-10%,30-45
251,251,1778342622603,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342623026.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.6,-0.15000000000000002,7.5-10%,30-45
255,255,1778342622842,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342623026.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.6,-0.15000000000000002,7.5-10%,30-45
252,252,1778342623142,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342623208.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.6,-0.15000000000000002,7.5-10%,30-45
256,256,1778342623374,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342623916.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.6,-0.15000000000000002,7.5-10%,30-45
253,253,1778342623687,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342623916.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.6,-0.15000000000000002,7.5-10%,30-45
257,257,1778342623905,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,1,0.75,1778342623916.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.72,-0.030000000000000027,0.6,-0.15000000000000002,7.5-10%,30-45
254,254,1778342624209,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,0,,,0.71,,0.71,,0.72,,0.6,,7.5-10%,30-45
258,258,1778342624439,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.081036,0.081036,2510.0,0.76,17.0,0,,,0.71,,0.71,,0.72,,0.61,,7.5-10%,30-45
259,259,1778342634031,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.07022399999999995,0.070224,2540.0,0.76,17.0,0,,,0.71,,0.71,,0.71,,0.6,,5-7.5%,30-45
260,260,1778342634572,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.07022399999999995,0.070224,2540.0,0.76,17.0,1,0.75,1778342636341.0,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.71,-0.040000000000000036,0.6,-0.15000000000000002,5-7.5%,30-45
261,261,1778342636712,2201106,32215673163275271160080005948526572930186590545961580309648950619613704995323,BUY,BUY_DIRE_YES,STRUCTURAL_SWING,0.07022399999999995,0.070224,2540.0,0.76,17.0,0,,,0.71,,0.71,,0.71,,0.6,,5-7.5%,30-45
262,262,1778342733557,2201106,85928025973078875159898800506549312392385029664186224476721203485290205704426,BUY,BUY_RADIANT_YES,STALE_PRICE,0.21789630000000004,0.21789630000000001,2641.0,0.36,17.0,1,0.35,1778342734062.0,0.21,-0.13999999999999999,0.22,-0.12999999999999998,0.22,-0.12999999999999998,0.26,-0.08999999999999997,15%+,30-45
263,263,1778342734082,2201106,85928025973078875159898800506549312392385029664186224476721203485290205704426,BUY,BUY_RADIANT_YES,STALE_PRICE,0.21789630000000004,0.21789630000000001,2641.0,0.36,17.0,1,0.35,1778342734562.0,0.21,-0.13999999999999999,0.22,-0.12999999999999998,0.22,-0.12999999999999998,0.26,-0.08999999999999997,15%+,30-45
264,264,1778343005422,2201106,85928025973078875159898800506549312392385029664186224476721203485290205704426,BUY,BUY_RADIANT_YES,STRUCTURAL_SWING,0.16276384,0.16276384,2914.0,0.36,17.0,1,0.35,1778343005905.0,0.35,0.0,0.2,-0.14999999999999997,0.21,-0.13999999999999999,0.23,-0.11999999999999997,15%+,45+
265,265,1778343005987,2201106,85928025973078875159898800506549312392385029664186224476721203485290205704426,BUY,BUY_RADIANT_YES,STRUCTURAL_SWING,0.16276384,0.16276384,2914.0,0.36,17.0,1,0.35,1778343006435.0,0.35,0.0,0.2,-0.14999999999999997,0.21,-0.13999999999999999,0.23,-0.11999999999999997,15%+,45+
